Key,NUTS2 Origin,NUTS2 Destination,Distance (km),Time (h)
ES12-ES30,ES12,ES30,446.09,4.44
ES12-ES41,ES12,ES41,261.41,2.69
ES12-ES42,ES12,ES42,544.96,5.41
ES12-ES43,ES12,ES43,551.07,5.26
ES12-ES51,ES12,ES51,766.86,8.63
ES12-ES52,ES12,ES52,779.46,8.04
ES12-ES53,ES12,ES53,1086.65,11.55
ES12-ES61,ES12,ES61,821.55,7.99
ES12-ES62,ES12,ES62,849.03,8.5
ES12-ES63,ES12,ES63,962.71,9.12
ES12-FI19,ES12,FI19,3478.58,42.68
ES12-FI1B,ES12,FI1B,3282.94,39.71
ES12-FI1C,ES12,FI1C,3247.8,39
ES12-FI1D,ES12,FI1D,3780.56,47.07
ES12-FI20,ES12,FI20,3101.55,36.4
ES12-FR10,ES12,FR10,1158.07,12.44
ES12-FR21,ES12,FR21,1295.64,14.3
ES12-FR22,ES12,FR22,1255.43,13.32
ES12-FR23,ES12,FR23,1187.41,12.49
ES12-FR24,ES12,FR24,1012.04,10.85
ES12-FR25,ES12,FR25,1126.35,11.84
ES12-FR26,ES12,FR26,1162.16,13.01
ES12-FR30,ES12,FR30,1354.67,14.3
ES12-FR41,ES12,FR41,1410.46,15.75
ES12-FR42,ES12,FR42,1449.05,16.44
ES12-FR43,ES12,FR43,1271.29,14.44
ES12-FR51,ES12,FR51,974.66,10.41
ES12-FR52,ES12,FR52,1156.39,12.58
ES12-FR53,ES12,FR53,801.43,8.6
ES12-FR61,ES12,FR61,619.73,7.03
ES12-FR62,ES12,FR62,712.34,8.21
ES12-FR63,ES12,FR63,882.61,9.87
ES12-FR71,ES12,FR71,1194.17,13.55
ES12-FR72,ES12,FR72,971.08,11
ES12-FR81,ES12,FR81,853.4,9.89
ES12-FR82,ES12,FR82,1139.13,13.18
ES12-FR83,ES12,FR83,1468.51,16.79
ES12-HR03,ES12,HR03,2086.78,24.2
ES12-HR04,ES12,HR04,2236.29,26.06
ES12-HU10,ES12,HU10,2428.3,28.87
ES12-HU21,ES12,HU21,2355.58,27.8
ES12-HU22,ES12,HU22,2287.38,26.89
ES12-HU23,ES12,HU23,2314.21,27.06
ES12-HU31,ES12,HU31,2549.37,30.34
ES12-HU32,ES12,HU32,2602.66,31.08
ES12-HU33,ES12,HU33,2530.84,29.63
ES12-IE01,ES12,IE01,1851.8,19.78
ES12-IE02,ES12,IE02,1748.08,19.03
ES12-ITC1,ES12,ITC1,1414.25,16.25
ES12-ITC2,ES12,ITC2,1374.43,15.74
ES12-ITC3,ES12,ITC3,1441.13,16.67
ES12-ITC4,ES12,ITC4,1559.83,18
ES12-ITF1,ES12,ITF1,2001.24,22.91
ES12-ITF2,ES12,ITF2,2070.01,23.68
ES12-ITF3,ES12,ITF3,2099.91,23.97
ES12-ITF4,ES12,ITF4,2274.85,25.99
ES12-ITF5,ES12,ITF5,2224.32,25.36
ES12-ITF6,ES12,ITF6,2375.52,26.76
ES12-ITG1,ES12,ITG1,2225.52,24.66
ES12-ITG2,ES12,ITG2,1623.42,18.15
ES12-ITH1,ES12,ITH1,1782.78,20.48
ES12-ITH2,ES12,ITH2,1718.5,19.82
ES12-ITH3,ES12,ITH3,1754.73,20.41
ES12-ITH4,ES12,ITH4,1869.85,21.77
ES12-ITH5,ES12,ITH5,1652.52,19.11
ES12-ITI1,ES12,ITI1,1678.26,19.37
ES12-ITI2,ES12,ITI2,1801.95,20.74
ES12-ITI3,ES12,ITI3,1875.86,21.53
ES12-ITI4,ES12,ITI4,1890.38,21.68
ES12-LT00,ES12,LT00,3006.85,36.26
ES12-LU00,ES12,LU00,1477,16.39
ES12-LV00,ES12,LV00,3179.16,38.2
ES12-NL11,ES12,NL11,1805.19,19.48
ES12-NL12,ES12,NL12,1768.63,18.94
ES12-NL13,ES12,NL13,1753.15,18.94
ES12-NL21,ES12,NL21,1714.63,18.56
ES12-NL22,ES12,NL22,1641.98,17.74
ES12-NL23,ES12,NL23,1679.87,18
ES12-NL31,ES12,NL31,1611.29,17.21
ES12-NL32,ES12,NL32,1677.1,17.9
ES12-NL33,ES12,NL33,1595.63,17.04
ES12-NL34,ES12,NL34,1509.86,15.99
ES12-NL41,ES12,NL41,1553.07,16.68
ES12-NL42,ES12,NL42,1567.95,17.14
ES12-PL11,ES12,PL11,2537.77,30.11
ES12-PL12,ES12,PL12,2675.86,31.89
ES12-PL21,ES12,PL21,2547.01,30.49
ES12-PL22,ES12,PL22,2442.51,29.14
ES12-PL31,ES12,PL31,2774.22,33.46
ES12-PL32,ES12,PL32,2690.79,32.41
ES12-PL33,ES12,PL33,2595.35,31.06
ES12-PL34,ES12,PL34,2838.89,33.93
ES12-PL41,ES12,PL41,2434.52,28.76
ES12-PL42,ES12,PL42,2368.26,27.46
ES12-PL43,ES12,PL43,2285.58,26.73
ES12-PL51,ES12,PL51,2299.54,26.91
ES12-PL52,ES12,PL52,2354.83,27.94
ES12-PL61,ES12,PL61,2546.99,30.15
ES12-PL62,ES12,PL62,2719.4,32.46
ES12-PL63,ES12,PL63,2571.02,30.38
ES12-PT11,ES12,PT11,369.53,3.81
ES12-PT15,ES12,PT15,899.26,8.73
ES12-PT16,ES12,PT16,584.78,5.9
ES12-PT17,ES12,PT17,746.95,7.4
ES12-PT18,ES12,PT18,750.63,7.35
ES12-RO11,ES12,RO11,2799.38,33.38
ES12-RO12,ES12,RO12,2951.45,34.6
ES12-RO21,ES12,RO21,3134.62,37.35
ES12-RO22,ES12,RO22,3264.58,38.16
ES12-RO31,ES12,RO31,3070.27,35.75
ES12-RO32,ES12,RO32,3112.75,36.24
ES12-RO41,ES12,RO41,2883.89,33.58
ES12-RO42,ES12,RO42,2710.13,31.65
ES12-SE11,ES12,SE11,2961.31,34.41
ES12-SE12,ES12,SE12,2863.09,34.22
ES12-SE21,ES12,SE21,2670.91,30.77
ES12-SE22,ES12,SE22,2450.25,28.06
ES12-SE23,ES12,SE23,2518.4,29.02
ES12-SE31,ES12,SE31,3004.25,35.27
ES12-SE32,ES12,SE32,3299.41,39.14
ES12-SE33,ES12,SE33,3696.74,44.7
ES12-SI03,ES12,SI03,2078.94,24.21
ES12-SI04,ES12,SI04,1962.56,22.86
ES12-SK01,ES12,SK01,2261.57,26.81
ES12-SK02,ES12,SK02,2335.6,27.73
ES12-SK03,ES12,SK03,2446.31,29.07
ES12-SK04,ES12,SK04,2611.4,31.14
ES12-UKC1,ES12,UKC1,1613.35,16.38
ES12-UKC2,ES12,UKC2,1685.45,17.21
ES12-UKD1,ES12,UKD1,1579.72,15.95
ES12-UKD3,ES12,UKD3,1458.44,14.66
ES12-UKD4,ES12,UKD4,1496.02,15.09
ES12-UKD6,ES12,UKD6,1428.67,14.42
ES12-UKD7,ES12,UKD7,1465.94,14.86
ES12-UKE1,ES12,UKE1,1526.91,15.66
ES12-UKE2,ES12,UKE2,1553.55,15.76
ES12-UKE3,ES12,UKE3,1457.27,14.76
ES12-UKE4,ES12,UKE4,1501.03,15.21
ES12-UKF1,ES12,UKF1,1416.55,14.34
ES12-UKF2,ES12,UKF2,1381.59,14.17
ES12-UKF3,ES12,UKF3,1484.78,15.3
ES12-UKG1,ES12,UKG1,1295.18,13.01
ES12-UKG2,ES12,UKG2,1360.04,13.71
ES12-UKG3,ES12,UKG3,1330.67,13.41
ES12-UKH1,ES12,UKH1,1487.27,15.77
ES12-UKH2,ES12,UKH2,1383.58,14.48
ES12-UKH3,ES12,UKH3,1425.41,15.17
ES12-UKI3,ES12,UKI3,1348.4,14.2
ES12-UKI4,ES12,UKI4,1360.01,14.34
ES12-UKI5,ES12,UKI5,1373.53,14.52
ES12-UKI6,ES12,UKI6,1358.83,14.32
ES12-UKI7,ES12,UKI7,1345.24,14.15
ES12-UKJ1,ES12,UKJ1,1328.14,13.69
ES12-UKJ2,ES12,UKJ2,1351.2,14.24
ES12-UKJ3,ES12,UKJ3,1261.87,13.04
ES12-UKJ4,ES12,UKJ4,1413.35,15.09
ES12-UKK1,ES12,UKK1,1229.1,12.4
ES12-UKK2,ES12,UKK2,1153.53,11.63
ES12-UKK3,ES12,UKK3,1082.61,10.78
ES12-UKK4,ES12,UKK4,1073.32,10.57
ES12-UKL1,ES12,UKL1,1407.8,14.47
ES12-UKL2,ES12,UKL2,1330.27,13.49
ES12-UKM2,ES12,UKM2,1809.35,18.51
ES12-UKM3,ES12,UKM3,1747.08,17.97
ES12-UKM5,ES12,UKM5,1966.67,20.38
ES12-UKM6,ES12,UKM6,2096.48,22.07
ES12-UKN0,ES12,UKN0,1806.47,19.34
ES13-AT11,ES13,AT11,2084.34,24.52
ES13-AT12,ES13,AT12,1973.31,23.29
ES13-AT13,ES13,AT13,2015.75,23.84
ES13-AT21,ES13,AT21,1836.92,21.16
ES13-AT22,ES13,AT22,1940.03,22.69
ES13-AT31,ES13,AT31,1827.58,21.42
ES13-AT32,ES13,AT32,1750.56,20.32
ES13-AT33,ES13,AT33,1618.04,18.71
ES13-AT34,ES13,AT34,1490.77,17.09
ES13-BE10,ES13,BE10,1289.05,13.61
ES13-BE21,ES13,BE21,1347.51,14.25
ES13-BE22,ES13,BE22,1361.29,14.67
ES13-BE23,ES13,BE23,1287.77,13.44
ES13-BE24,ES13,BE24,1301.18,13.77
ES13-BE25,ES13,BE25,1254.16,12.94
ES13-BE31,ES13,BE31,1290.78,13.72
ES13-BE32,ES13,BE32,1230.99,12.95
ES13-BE33,ES13,BE33,1368.52,14.82
ES13-BE34,ES13,BE34,1296.76,14.1
ES13-BE35,ES13,BE35,1269.34,13.65
ES13-BG31,ES13,BG31,2769.21,32.14
ES13-BG32,ES13,BG32,2950.02,34.28
ES13-BG33,ES13,BG33,3033.65,35.23
ES13-BG34,ES13,BG34,3043.18,35.13
ES13-BG41,ES13,BG41,2798.6,32
ES13-BG42,ES13,BG42,2921.36,33.65
ES13-CH01,ES13,CH01,1212.93,13.78
ES13-CH02,ES13,CH02,1235.09,13.98
ES13-CH03,ES13,CH03,1296.34,14.72
ES13-CH04,ES13,CH04,1347.95,15.43
ES13-CH05,ES13,CH05,1421.4,16.3
ES13-CH06,ES13,CH06,1339.82,15.25
ES13-CH07,ES13,CH07,1395.75,15.89
ES13-CZ01,ES13,CZ01,1917.26,22.41
ES13-CZ02,ES13,CZ02,1917.83,22.43
ES13-CZ03,ES13,CZ03,1884.47,21.93
ES13-CZ04,ES13,CZ04,1871.51,21.62
ES13-CZ05,ES13,CZ05,2029.52,23.89
ES13-CZ06,ES13,CZ06,2058.47,24.23
ES13-CZ07,ES13,CZ07,2156.2,25.45
ES13-CZ08,ES13,CZ08,2219.96,26.26
ES13-DE11,ES13,DE11,1517.4,17.28
ES13-DE12,ES13,DE12,1439.42,16.25
ES13-DE13,ES13,DE13,1340.25,15.3
ES13-DE14,ES13,DE14,1444,16.56
ES13-DE21,ES13,DE21,1632.67,18.94
ES13-DE22,ES13,DE22,1728.6,20.09
ES13-DE23,ES13,DE23,1708.69,19.76
ES13-DE24,ES13,DE24,1693.52,19.34
ES13-DE25,ES13,DE25,1610.71,18.47
ES13-DE26,ES13,DE26,1612.94,18.22
ES13-DE27,ES13,DE27,1536.31,17.7
ES13-DE30,ES13,DE30,2013.42,23.11
ES13-DE40,ES13,DE40,2003.22,23.19
ES13-DE50,ES13,DE50,1763.89,19.41
ES13-DE60,ES13,DE60,1843.34,20.5
ES13-DE71,ES13,DE71,1515.86,17.09
ES13-DE72,ES13,DE72,1565.27,17.55
ES13-DE73,ES13,DE73,1661.29,18.64
ES13-DE80,ES13,DE80,2110.22,24.12
ES13-DE91,ES13,DE91,1766.48,19.78
ES13-DE92,ES13,DE92,1717.68,19.22
ES13-DE93,ES13,DE93,1812.32,20.24
ES13-DE94,ES13,DE94,1698.83,18.46
ES13-DEA1,ES13,DEA1,1472.81,16.05
ES13-DEA2,ES13,DEA2,1457.35,16.01
ES13-DEA3,ES13,DEA3,1554.91,17.04
ES13-DEA4,ES13,DEA4,1654.59,18.46
ES13-DEA5,ES13,DEA5,1575.31,17.49
ES13-DEB1,ES13,DEB1,1459.37,16.22
ES13-DEB2,ES13,DEB2,1369.38,15.09
ES13-DEB3,ES13,DEB3,1402.24,15.78
ES13-DED2,ES13,DED2,1963.94,22.65
ES13-DED4,ES13,DED4,1837.62,21.06
ES13-DED5,ES13,DED5,1882.78,21.7
ES13-DEE0,ES13,DEE0,1877.7,21.32
ES13-DEF0,ES13,DEF0,1944.52,21.57
ES13-DEG0,ES13,DEG0,1741.82,19.88
ES13-DK01,ES13,DK01,2171.26,24.46
ES13-DK02,ES13,DK02,2101.7,23.56
ES13-DK03,ES13,DK03,2075.92,23.85
ES13-DK04,ES13,DK04,2077.39,23.66
ES13-DK05,ES13,DK05,2153.16,24.37
ES13-EE00,ES13,EE00,3239.07,38.38
ES13-EL30,ES13,EL30,2893.39,32.37
ES13-EL41,ES13,EL41,3142.17,34.96
ES13-EL42,ES13,EL42,3256.3,36.22
ES13-EL43,ES13,EL43,3216.15,35.38
ES13-EL51,ES13,EL51,2953.7,33.57
ES13-EL52,ES13,EL52,2728.05,31.08
ES13-EL53,ES13,EL53,2588.75,29.5
ES13-EL54,ES13,EL54,2529.35,28.64
ES13-EL61,ES13,EL61,2775.66,31.24
ES13-EL62,ES13,EL62,2947.04,32.71
ES13-EL63,ES13,EL63,2689.28,30.19
ES13-EL64,ES13,EL64,2870.7,32.15
ES13-EL65,ES13,EL65,2828.73,31.54
ES13-ES11,ES13,ES11,457.04,5.09
ES13-ES12,ES13,ES12,194.85,2.24
ES13-ES13,ES13,ES13,0,0
ES13-ES21,ES13,ES21,174.98,1.9
ES13-ES22,ES13,ES22,274.7,3.01
ES13-ES23,ES13,ES23,189.19,2.05
ES13-ES24,ES13,ES24,375.62,4.09
ES13-ES30,ES13,ES30,346.15,3.24
ES13-ES41,ES13,ES41,199.54,2.01
ES13-ES42,ES13,ES42,441.75,4.17
ES13-ES43,ES13,ES43,588.12,5.84
ES13-ES51,ES13,ES51,572,6.39
ES13-ES52,ES13,ES52,623.33,6.36
ES13-ES53,ES13,ES53,910.64,9.61
ES13-ES61,ES13,ES61,757.65,7.23
ES13-ES62,ES13,ES62,741.69,7.21
ES13-ES63,ES13,ES63,984.46,9.39
ES13-FI19,ES13,FI19,3319.95,40.78
ES13-FI1B,ES13,FI1B,3124.31,37.81
ES13-FI1C,ES13,FI1C,3089.16,37.11
ES13-FI1D,ES13,FI1D,3621.92,45.17
ES13-FI20,ES13,FI20,2942.91,34.5
ES13-FR10,ES13,FR10,999.43,10.54
ES13-FR21,ES13,FR21,1137,12.4
ES13-FR22,ES13,FR22,1096.79,11.42
ES13-FR23,ES13,FR23,1028.77,10.59
ES13-FR24,ES13,FR24,853.4,8.95
ES13-FR25,ES13,FR25,967.71,9.94
ES13-FR26,ES13,FR26,1003.53,11.11
ES13-FR30,ES13,FR30,1196.03,12.4
ES13-FR41,ES13,FR41,1251.82,13.85
ES13-FR42,ES13,FR42,1290.41,14.54
ES13-FR43,ES13,FR43,1112.65,12.54
ES13-FR51,ES13,FR51,816.02,8.51
ES13-FR52,ES13,FR52,997.75,10.68
ES13-FR53,ES13,FR53,642.79,6.7
ES13-FR61,ES13,FR61,461.09,5.13
ES13-FR62,ES13,FR62,553.71,6.31
ES13-FR63,ES13,FR63,723.97,7.97
ES13-FR71,ES13,FR71,1035.53,11.65
ES13-FR72,ES13,FR72,812.44,9.1
ES13-FR81,ES13,FR81,694.76,7.99
ES13-FR82,ES13,FR82,980.49,11.28
ES13-FR83,ES13,FR83,1309.87,14.89
ES13-HR03,ES13,HR03,1928.14,22.31
ES13-HR04,ES13,HR04,2077.65,24.16
ES13-HU10,ES13,HU10,2269.66,26.98
ES13-HU21,ES13,HU21,2196.94,25.9
ES13-HU22,ES13,HU22,2128.74,24.99
ES13-HU23,ES13,HU23,2155.57,25.16
ES13-HU31,ES13,HU31,2390.73,28.45
ES13-HU32,ES13,HU32,2444.02,29.18
ES13-HU33,ES13,HU33,2372.2,27.73
ES13-IE01,ES13,IE01,1693.16,17.89
ES13-IE02,ES13,IE02,1589.44,17.13
ES13-ITC1,ES13,ITC1,1255.61,14.35
ES13-ITC2,ES13,ITC2,1215.79,13.84
ES13-ITC3,ES13,ITC3,1282.49,14.77
ES13-ITC4,ES13,ITC4,1401.19,16.1
ES13-ITF1,ES13,ITF1,1842.6,21.01
ES13-ITF2,ES13,ITF2,1911.37,21.78
ES13-ITF3,ES13,ITF3,1941.27,22.07
ES13-ITF4,ES13,ITF4,2116.21,24.09
ES13-ITF5,ES13,ITF5,2065.68,23.46
ES13-ITF6,ES13,ITF6,2216.88,24.86
ES13-ITG1,ES13,ITG1,2066.88,22.76
ES13-ITG2,ES13,ITG2,1464.79,16.25
ES13-ITH1,ES13,ITH1,1624.14,18.58
ES13-ITH2,ES13,ITH2,1559.86,17.92
ES13-ITH3,ES13,ITH3,1596.09,18.51
ES13-ITH4,ES13,ITH4,1711.21,19.87
ES13-ITH5,ES13,ITH5,1493.88,17.21
ES13-ITI1,ES13,ITI1,1519.62,17.48
ES13-ITI2,ES13,ITI2,1643.31,18.84
ES13-ITI3,ES13,ITI3,1717.22,19.63
ES13-ITI4,ES13,ITI4,1731.74,19.78
ES13-LT00,ES13,LT00,2848.22,34.36
ES13-LU00,ES13,LU00,1318.36,14.49
ES13-LV00,ES13,LV00,3020.52,36.3
ES13-NL11,ES13,NL11,1646.55,17.58
ES13-NL12,ES13,NL12,1609.99,17.04
ES13-NL13,ES13,NL13,1594.51,17.04
ES13-NL21,ES13,NL21,1555.99,16.66
ES13-NL22,ES13,NL22,1483.34,15.84
ES13-NL23,ES13,NL23,1521.23,16.1
ES13-NL31,ES13,NL31,1452.65,15.31
ES13-NL32,ES13,NL32,1518.46,16
ES13-NL33,ES13,NL33,1436.99,15.14
ES13-NL34,ES13,NL34,1351.22,14.09
ES13-NL41,ES13,NL41,1394.43,14.78
ES13-NL42,ES13,NL42,1409.31,15.24
ES13-PL11,ES13,PL11,2379.13,28.21
ES13-PL12,ES13,PL12,2517.22,29.99
ES13-PL21,ES13,PL21,2388.37,28.59
ES13-PL22,ES13,PL22,2283.87,27.24
ES13-PL31,ES13,PL31,2615.58,31.56
ES13-PL32,ES13,PL32,2532.16,30.51
ES13-PL33,ES13,PL33,2436.71,29.16
ES13-PL34,ES13,PL34,2680.25,32.03
ES13-PL41,ES13,PL41,2275.88,26.86
ES13-PL42,ES13,PL42,2209.62,25.56
ES13-PL43,ES13,PL43,2126.94,24.84
ES13-PL51,ES13,PL51,2140.9,25.01
ES13-PL52,ES13,PL52,2196.19,26.04
ES13-PL61,ES13,PL61,2388.35,28.25
ES13-PL62,ES13,PL62,2560.76,30.56
ES13-PL63,ES13,PL63,2412.38,28.48
ES13-PT11,ES13,PT11,503.89,5.41
ES13-PT15,ES13,PT15,936.31,9.31
ES13-PT16,ES13,PT16,657.94,6.88
ES13-PT17,ES13,PT17,818.26,8.4
ES13-PT18,ES13,PT18,787.67,7.93
ES13-RO11,ES13,RO11,2640.74,31.49
ES13-RO12,ES13,RO12,2792.81,32.7
ES13-RO21,ES13,RO21,2975.98,35.45
ES13-RO22,ES13,RO22,3105.94,36.26
ES13-RO31,ES13,RO31,2911.63,33.85
ES13-RO32,ES13,RO32,2954.11,34.34
ES13-RO41,ES13,RO41,2725.25,31.68
ES13-RO42,ES13,RO42,2551.49,29.75
ES13-SE11,ES13,SE11,2802.67,32.51
ES13-SE12,ES13,SE12,2704.45,32.32
ES13-SE21,ES13,SE21,2512.27,28.87
ES13-SE22,ES13,SE22,2291.61,26.16
ES13-SE23,ES13,SE23,2359.76,27.12
ES13-SE31,ES13,SE31,2845.61,33.37
ES13-SE32,ES13,SE32,3140.78,37.24
ES13-SE33,ES13,SE33,3538.11,42.81
ES13-SI03,ES13,SI03,1920.3,22.31
ES13-SI04,ES13,SI04,1803.92,20.96
ES13-SK01,ES13,SK01,2102.93,24.91
ES13-SK02,ES13,SK02,2176.96,25.83
ES13-SK03,ES13,SK03,2287.67,27.17
ES13-SK04,ES13,SK04,2452.76,29.24
ES13-UKC1,ES13,UKC1,1454.71,14.48
ES13-UKC2,ES13,UKC2,1526.81,15.32
ES13-UKD1,ES13,UKD1,1421.09,14.05
ES13-UKD3,ES13,UKD3,1299.8,12.76
ES13-UKD4,ES13,UKD4,1337.38,13.19
ES13-UKD6,ES13,UKD6,1270.03,12.52
ES13-UKD7,ES13,UKD7,1307.3,12.96
ES13-UKE1,ES13,UKE1,1368.28,13.77
ES13-UKE2,ES13,UKE2,1394.91,13.87
ES13-UKE3,ES13,UKE3,1298.63,12.87
ES13-UKE4,ES13,UKE4,1342.39,13.31
ES13-UKF1,ES13,UKF1,1257.91,12.44
ES13-UKF2,ES13,UKF2,1222.96,12.27
ES13-UKF3,ES13,UKF3,1326.14,13.4
ES13-UKG1,ES13,UKG1,1136.54,11.11
ES13-UKG2,ES13,UKG2,1201.4,11.81
ES13-UKG3,ES13,UKG3,1172.03,11.51
ES13-UKH1,ES13,UKH1,1328.63,13.87
ES13-UKH2,ES13,UKH2,1224.94,12.58
ES13-UKH3,ES13,UKH3,1266.77,13.27
ES13-UKI3,ES13,UKI3,1189.76,12.31
ES13-UKI4,ES13,UKI4,1201.37,12.44
ES13-UKI5,ES13,UKI5,1214.89,12.62
ES13-UKI6,ES13,UKI6,1200.19,12.42
ES13-UKI7,ES13,UKI7,1186.6,12.25
ES13-UKJ1,ES13,UKJ1,1169.5,11.79
ES13-UKJ2,ES13,UKJ2,1192.56,12.35
ES13-UKJ3,ES13,UKJ3,1103.23,11.14
ES13-UKJ4,ES13,UKJ4,1254.71,13.19
ES13-UKK1,ES13,UKK1,1070.46,10.5
ES13-UKK2,ES13,UKK2,994.89,9.73
ES13-UKK3,ES13,UKK3,923.97,8.88
ES13-UKK4,ES13,UKK4,914.68,8.67
ES13-UKL1,ES13,UKL1,1249.16,12.57
ES13-UKL2,ES13,UKL2,1171.63,11.59
ES13-UKM2,ES13,UKM2,1650.71,16.61
ES13-UKM3,ES13,UKM3,1588.44,16.07
ES13-UKM5,ES13,UKM5,1808.03,18.48
ES13-UKM6,ES13,UKM6,1937.84,20.17
ES13-UKN0,ES13,UKN0,1647.83,17.44
ES21-AT11,ES21,AT11,1954.42,23.03
ES21-AT12,ES21,AT12,1843.39,21.8
ES21-AT13,ES21,AT13,1885.83,22.36
ES21-AT21,ES21,AT21,1707,19.67
ES21-AT22,ES21,AT22,1810.11,21.21
ES21-AT31,ES21,AT31,1697.66,19.94
ES21-AT32,ES21,AT32,1620.64,18.84
ES21-AT33,ES21,AT33,1488.12,17.22
ES21-AT34,ES21,AT34,1360.85,15.6
ES21-BE10,ES21,BE10,1159.13,12.13
ES21-BE21,ES21,BE21,1217.59,12.77
ES21-BE22,ES21,BE22,1231.37,13.18
ES21-BE23,ES21,BE23,1157.85,11.96
ES21-BE24,ES21,BE24,1171.26,12.29
ES21-BE25,ES21,BE25,1124.24,11.46
ES21-BE31,ES21,BE31,1160.86,12.23
ES21-BE32,ES21,BE32,1101.08,11.47
ES21-BE33,ES21,BE33,1238.6,13.34
ES21-BE34,ES21,BE34,1166.84,12.62
ES21-BE35,ES21,BE35,1139.42,12.16
ES21-BG31,ES21,BG31,2639.29,30.65
ES21-BG32,ES21,BG32,2820.1,32.8
ES21-BG33,ES21,BG33,2903.73,33.74
ES21-BG34,ES21,BG34,2913.26,33.65
ES21-BG41,ES21,BG41,2668.68,30.51
ES21-BG42,ES21,BG42,2791.44,32.17
ES21-CH01,ES21,CH01,1083.02,12.29
ES21-CH02,ES21,CH02,1105.18,12.49
ES21-CH03,ES21,CH03,1166.42,13.23
ES21-CH04,ES21,CH04,1218.03,13.95
ES21-CH05,ES21,CH05,1291.48,14.82
ES21-CH06,ES21,CH06,1209.9,13.76
ES21-CH07,ES21,CH07,1265.83,14.41
ES21-CZ01,ES21,CZ01,1787.34,20.93
ES21-CZ02,ES21,CZ02,1787.92,20.94
ES21-CZ03,ES21,CZ03,1754.55,20.44
ES21-CZ04,ES21,CZ04,1741.59,20.13
ES21-CZ05,ES21,CZ05,1899.6,22.41
ES21-CZ06,ES21,CZ06,1928.55,22.75
ES21-CZ07,ES21,CZ07,2026.29,23.97
ES21-CZ08,ES21,CZ08,2090.04,24.77
ES21-DE11,ES21,DE11,1387.48,15.8
ES21-DE12,ES21,DE12,1309.5,14.76
ES21-DE13,ES21,DE13,1210.33,13.81
ES21-DE14,ES21,DE14,1314.08,15.08
ES21-DE21,ES21,DE21,1502.75,17.45
ES21-DE22,ES21,DE22,1598.68,18.6
ES21-DE23,ES21,DE23,1578.77,18.27
ES21-DE24,ES21,DE24,1563.6,17.85
ES21-DE25,ES21,DE25,1480.79,16.98
ES21-DE26,ES21,DE26,1483.02,16.73
ES21-DE27,ES21,DE27,1406.39,16.21
ES21-DE30,ES21,DE30,1883.5,21.62
ES21-DE40,ES21,DE40,1873.3,21.7
ES21-DE50,ES21,DE50,1633.97,17.92
ES21-DE60,ES21,DE60,1713.42,19.01
ES21-DE71,ES21,DE71,1385.94,15.61
ES21-DE72,ES21,DE72,1435.35,16.06
ES21-DE73,ES21,DE73,1531.38,17.16
ES21-DE80,ES21,DE80,1980.3,22.64
ES21-DE91,ES21,DE91,1636.56,18.29
ES21-DE92,ES21,DE92,1587.76,17.74
ES21-DE93,ES21,DE93,1682.4,18.76
ES21-DE94,ES21,DE94,1568.91,16.98
ES21-DEA1,ES21,DEA1,1342.89,14.57
ES21-DEA2,ES21,DEA2,1327.43,14.53
ES21-DEA3,ES21,DEA3,1424.99,15.55
ES21-DEA4,ES21,DEA4,1524.67,16.97
ES21-DEA5,ES21,DEA5,1445.4,16
ES21-DEB1,ES21,DEB1,1329.45,14.73
ES21-DEB2,ES21,DEB2,1239.46,13.61
ES21-DEB3,ES21,DEB3,1272.32,14.3
ES21-DED2,ES21,DED2,1834.02,21.17
ES21-DED4,ES21,DED4,1707.7,19.57
ES21-DED5,ES21,DED5,1752.86,20.22
ES21-DEE0,ES21,DEE0,1747.78,19.84
ES21-DEF0,ES21,DEF0,1814.6,20.08
ES21-DEG0,ES21,DEG0,1611.9,18.4
ES21-DK01,ES21,DK01,2041.34,22.98
ES21-DK02,ES21,DK02,1971.78,22.08
ES21-DK03,ES21,DK03,1956.82,21.75
ES21-DK04,ES21,DK04,2045.11,22.45
ES21-DK05,ES21,DK05,2125.41,23.83
ES21-EE00,ES21,EE00,3109.15,36.89
ES21-EL30,ES21,EL30,2763.47,30.88
ES21-EL41,ES21,EL41,3012.25,33.47
ES21-EL42,ES21,EL42,3126.38,34.74
ES21-EL43,ES21,EL43,3086.23,33.9
ES21-EL51,ES21,EL51,2823.78,32.09
ES21-EL52,ES21,EL52,2598.13,29.59
ES21-EL53,ES21,EL53,2458.83,28.01
ES21-EL54,ES21,EL54,2399.43,27.16
ES21-EL61,ES21,EL61,2645.74,29.76
ES21-EL62,ES21,EL62,2817.12,31.22
ES21-EL63,ES21,EL63,2559.36,28.7
ES21-EL64,ES21,EL64,2740.78,30.66
ES21-EL65,ES21,EL65,2698.81,30.06
ES21-ES11,ES21,ES11,595.8,6.65
ES21-ES12,ES21,ES12,333.62,3.8
ES21-ES13,ES21,ES13,174.98,1.9
ES21-ES21,ES21,ES21,0,0
ES21-ES22,ES21,ES22,120.57,1.34
ES21-ES23,ES21,ES23,110.4,1.14
ES21-ES24,ES21,ES24,295.25,3.16
ES21-ES30,ES21,ES30,365.54,3.59
ES21-ES41,ES21,ES41,218.94,2.36
ES21-ES42,ES21,ES42,461.14,4.52
ES21-ES43,ES21,ES43,607.52,6.19
ES21-ES51,ES21,ES51,458.55,5.12
ES21-ES52,ES21,ES52,563.26,5.72
